"state","week","race","kids","food_sufficiency","people"
"Washington",15,"Two or more races or Other","yes","enough wanted",74416.19122145
"Washington",15,"Two or more races or Other","yes","often not enough",4016.2084721
"Washington",15,"Two or more races or Other","yes","sometimes not enough",16930.10945494
"Washington",15,"Two or more races or Other","yes",NA,8243.47708727
"Washington",15,"White alone, not Hispanic","no","enough not wanted",592391.191027836
"Washington",15,"White alone, not Hispanic","no","enough wanted",1853486.90625008
"Washington",15,"White alone, not Hispanic","no","often not enough",30082.569509678
"Washington",15,"White alone, not Hispanic","no","sometimes not enough",121460.5662933
"Washington",15,"White alone, not Hispanic","no",NA,193192.32744491
"Washington",15,"White alone, not Hispanic","yes","enough not wanted",311328.931533755
"Washington",15,"White alone, not Hispanic","yes","enough wanted",824857.49445299
"Washington",15,"White alone, not Hispanic","yes","often not enough",20499.86411288
"Washington",15,"White alone, not Hispanic","yes","sometimes not enough",71038.15632862
"Washington",15,"White alone, not Hispanic","yes",NA,110128.99304457
"Washington",16,"Asian alone, not Hispanic","no","enough not wanted",75678.69822476
"Washington",16,"Asian alone, not Hispanic","no","enough wanted",190487.57251423
"Washington",16,"Asian alone, not Hispanic","no","often not enough",2747.10120075
"Washington",16,"Asian alone, not Hispanic","no","sometimes not enough",769.79733062
"Washington",16,"Asian alone, not Hispanic","no",NA,28898.55096605
"Washington",16,"Asian alone, not Hispanic","yes","enough not wanted",23254.2018684
"Washington",16,"Asian alone, not Hispanic","yes","enough wanted",100978.67363921
"Washington",16,"Asian alone, not Hispanic","yes","often not enough",2340.88246266
"Washington",16,"Asian alone, not Hispanic","yes","sometimes not enough",15122.23206969
"Washington",16,"Asian alone, not Hispanic","yes",NA,18988.84954411
"Washington",16,"Black alone, not Hispanic","no","enough not wanted",45083.83613169
"Washington",16,"Black alone, not Hispanic","no","enough wanted",65826.60734913
"Washington",16,"Black alone, not Hispanic","no","often not enough",3606.6221473
"Washington",16,"Black alone, not Hispanic","no","sometimes not enough",11908.50115703
"Washington",16,"Black alone, not Hispanic","no",NA,5531.27849374
"Washington",16,"Black alone, not Hispanic","yes","enough not wanted",24233.04372602
"Washington",16,"Black alone, not Hispanic","yes","enough wanted",39567.40366387
"Washington",16,"Black alone, not Hispanic","yes","often not enough",1574.0887036
"Washington",16,"Black alone, not Hispanic","yes","sometimes not enough",14389.15355948
"Washington",16,"Black alone, not Hispanic","yes",NA,12707.46506848
"Washington",16,"Hispanic or Latino, all Races","no","enough not wanted",43621.84874641
"Washington",16,"Hispanic or Latino, all Races","no","enough wanted",217765.9682419
"Washington",16,"Hispanic or Latino, all Races","no","sometimes not enough",27411.00287483
"Washington",16,"Hispanic or Latino, all Races","no",NA,24397.52086736
"Washington",16,"Hispanic or Latino, all Races","yes","enough not wanted",80513.01515185
"Washington",16,"Hispanic or Latino, all Races","yes","enough wanted",170765.520709915
"Washington",16,"Hispanic or Latino, all Races","yes","often not enough",4061.8475854
"Washington",16,"Hispanic or Latino, all Races","yes","sometimes not enough",42379.82056172
"Washington",16,"Hispanic or Latino, all Races","yes",NA,32264.4552602
"Washington",16,"Two or more races or Other","no","enough not wanted",74096.67117887
"Washington",16,"Two or more races or Other","no","enough wanted",148870.8640453
"Washington",16,"Two or more races or Other","no","often not enough",7938.2966142
"Washington",16,"Two or more races or Other","no","sometimes not enough",10659.56936974
"Washington",16,"Two or more races or Other","no",NA,13683.61825182
"Washington",16,"Two or more races or Other","yes","enough not wanted",75544.87486061
"Washington",16,"Two or more races or Other","yes","enough wanted",55285.01097988
"Washington",16,"Two or more races or Other","yes","often not enough",1775.731171
"Washington",16,"Two or more races or Other","yes","sometimes not enough",11895.4644466
"Washington",16,"Two or more races or Other","yes",NA,35264.33925977
"Washington",16,"White alone, not Hispanic","no","enough not wanted",648069.9743133
"Washington",16,"White alone, not Hispanic","no","enough wanted",1847126.69647158
"Washington",16,"White alone, not Hispanic","no","often not enough",12277.50982348
"Washington",16,"White alone, not Hispanic","no","sometimes not enough",82875.42734374
"Washington",16,"White alone, not Hispanic","no",NA,198709.17477847
"Washington",16,"White alone, not Hispanic","yes","enough not wanted",347503.4727142
"Washington",16,"White alone, not Hispanic","yes","enough wanted",787355.17490671
"Washington",16,"White alone, not Hispanic","yes","often not enough",19824.54052391
"Washington",16,"White alone, not Hispanic","yes","sometimes not enough",79908.6623586
"Washington",16,"White alone, not Hispanic","yes",NA,104816.36676983
"Washington",17,"Asian alone, not Hispanic","no","enough not wanted",81547.56122103
"Washington",17,"Asian alone, not Hispanic","no","enough wanted",171824.60534493
"Washington",17,"Asian alone, not Hispanic","no","sometimes not enough",10281.83393712
"Washington",17,"Asian alone, not Hispanic","no",NA,30676.02322596
"Washington",17,"Asian alone, not Hispanic","yes","enough not wanted",33858.06314003
"Washington",17,"Asian alone, not Hispanic","yes","enough wanted",112797.39156403
"Washington",17,"Asian alone, not Hispanic","yes","sometimes not enough",8617.99942254
"Washington",17,"Asian alone, not Hispanic","yes",NA,11704.094266
"Washington",17,"Black alone, not Hispanic","no","enough not wanted",52430.3370013
"Washington",17,"Black alone, not Hispanic","no","enough wanted",47735.68309272
"Washington",17,"Black alone, not Hispanic","no","often not enough",5784.12384061
"Washington",17,"Black alone, not Hispanic","no","sometimes not enough",6650.42089538
"Washington",17,"Black alone, not Hispanic","no",NA,15951.51731521
"Washington",17,"Black alone, not Hispanic","yes","enough not wanted",17478.02482115
"Washington",17,"Black alone, not Hispanic","yes","enough wanted",39407.04954249
"Washington",17,"Black alone, not Hispanic","yes","often not enough",2975.5290086
"Washington",17,"Black alone, not Hispanic","yes","sometimes not enough",14921.3978587
"Washington",17,"Black alone, not Hispanic","yes",NA,21093.9166231
"Washington",17,"Hispanic or Latino, all Races","no","enough not wanted",97101.2018728
"Washington",17,"Hispanic or Latino, all Races","no","enough wanted",132248.29762638
"Washington",17,"Hispanic or Latino, all Races","no","often not enough",11166.441902
"Washington",17,"Hispanic or Latino, all Races","no","sometimes not enough",24751.11033243
"Washington",17,"Hispanic or Latino, all Races","no",NA,46699.70964868
"Washington",17,"Hispanic or Latino, all Races","yes","enough not wanted",107235.50423807
"Washington",17,"Hispanic or Latino, all Races","yes","enough wanted",139111.96374435
"Washington",17,"Hispanic or Latino, all Races","yes","sometimes not enough",55113.25819834
"Washington",17,"Hispanic or Latino, all Races","yes",NA,29753.51243707
"Washington",17,"Two or more races or Other","no","enough not wanted",76446.04488426
"Washington",17,"Two or more races or Other","no","enough wanted",155700.06089274
"Washington",17,"Two or more races or Other","no","sometimes not enough",26309.45088522
"Washington",17,"Two or more races or Other","no",NA,5891.9909259
"Washington",17,"Two or more races or Other","yes","enough not wanted",52557.04046891
"Washington",17,"Two or more races or Other","yes","enough wanted",63035.96372917
"Washington",17,"Two or more races or Other","yes","often not enough",318.21593465
"Washington",17,"Two or more races or Other","yes","sometimes not enough",28580.5712414
"Washington",17,"Two or more races or Other","yes",NA,24134.08891557
"Washington",17,"White alone, not Hispanic","no","enough not wanted",641235.537127367
"Washington",17,"White alone, not Hispanic","no","enough wanted",1817686.08461615
"Washington",17,"White alone, not Hispanic","no","often not enough",35290.728284057
"Washington",17,"White alone, not Hispanic","no","sometimes not enough",123767.193794725
"Washington",17,"White alone, not Hispanic","no",NA,223317.75584945
"Washington",17,"White alone, not Hispanic","yes","enough not wanted",292652.56716163
"Washington",17,"White alone, not Hispanic","yes","enough wanted",775085.027883784
"Washington",17,"White alone, not Hispanic","yes","often not enough",30336.41051636
"Washington",17,"White alone, not Hispanic","yes","sometimes not enough",62927.44702468
"Washington",17,"White alone, not Hispanic","yes",NA,126168.24774238
"West Virginia",13,"Asian alone, not Hispanic","no","enough wanted",7094.76102798
"West Virginia",13,"Asian alone, not Hispanic","no",NA,228.91610196
"West Virginia",13,"Asian alone, not Hispanic","yes","enough not wanted",2689.10943604
"West Virginia",13,"Asian alone, not Hispanic","yes","enough wanted",1418.94606526
"West Virginia",13,"Asian alone, not Hispanic","yes",NA,701.24172375
"West Virginia",13,"Black alone, not Hispanic","no","enough not wanted",4330.48083795
"West Virginia",13,"Black alone, not Hispanic","no","enough wanted",5612.13907654
"West Virginia",13,"Black alone, not Hispanic","no","sometimes not enough",1086.7843667
"West Virginia",13,"Black alone, not Hispanic","no",NA,2118.9383254
"West Virginia",13,"Black alone, not Hispanic","yes","enough not wanted",7514.16356188
"West Virginia",13,"Black alone, not Hispanic","yes","enough wanted",6581.91385757
"West Virginia",13,"Black alone, not Hispanic","yes","often not enough",3069.9006795
"West Virginia",13,"Black alone, not Hispanic","yes",NA,1306.05762868
"West Virginia",13,"Hispanic or Latino, all Races","no","enough not wanted",7468.22005414
"West Virginia",13,"Hispanic or Latino, all Races","no","enough wanted",3728.04433473
"West Virginia",13,"Hispanic or Latino, all Races","no",NA,1620.01204448
"West Virginia",13,"Hispanic or Latino, all Races","yes","enough not wanted",11295.2350883
"West Virginia",13,"Hispanic or Latino, all Races","yes","enough wanted",562.84551388
"West Virginia",13,"Hispanic or Latino, all Races","yes","sometimes not enough",1534.9503398
"West Virginia",13,"Hispanic or Latino, all Races","yes",NA,18628.35076981
"West Virginia",13,"Two or more races or Other","no","enough not wanted",6739.48169704
"West Virginia",13,"Two or more races or Other","no","enough wanted",927.12242041
"West Virginia",13,"Two or more races or Other","no","sometimes not enough",721.46593822
"West Virginia",13,"Two or more races or Other","no",NA,3760.12125011
"West Virginia",13,"Two or more races or Other","yes","enough not wanted",1449.9972824
"West Virginia",13,"Two or more races or Other","yes","enough wanted",6649.83159527
"West Virginia",13,"Two or more races or Other","yes",NA,126.10850442
"West Virginia",13,"White alone, not Hispanic","no","enough not wanted",173108.84824063
"West Virginia",13,"White alone, not Hispanic","no","enough wanted",446808.03360207
"West Virginia",13,"White alone, not Hispanic","no","often not enough",12194.53499229
"West Virginia",13,"White alone, not Hispanic","no","sometimes not enough",88251.14810942
"West Virginia",13,"White alone, not Hispanic","no",NA,89925.72926491
"West Virginia",13,"White alone, not Hispanic","yes","enough not wanted",144151.88492779
"West Virginia",13,"White alone, not Hispanic","yes","enough wanted",214681.87234435
"West Virginia",13,"White alone, not Hispanic","yes","often not enough",7322.96982824
"West Virginia",13,"White alone, not Hispanic","yes","sometimes not enough",26883.25095429
"West Virginia",13,"White alone, not Hispanic","yes",NA,67282.58821261
"West Virginia",14,"Asian alone, not Hispanic","no","enough wanted",3662.24105388
"West Virginia",14,"Asian alone, not Hispanic","no",NA,465.5246826
"West Virginia",14,"Asian alone, not Hispanic","yes","enough not wanted",3031.2237014
"West Virginia",14,"Asian alone, not Hispanic","yes","enough wanted",4054.41122405
"West Virginia",14,"Asian alone, not Hispanic","yes",NA,547.15674448
"West Virginia",14,"Black alone, not Hispanic","no","enough not wanted",3443.84183846
"West Virginia",14,"Black alone, not Hispanic","no","enough wanted",4743.99576182
"West Virginia",14,"Black alone, not Hispanic","no","sometimes not enough",1692.36204586
"West Virginia",14,"Black alone, not Hispanic","no",NA,3449.68819992
"West Virginia",14,"Black alone, not Hispanic","yes","enough not wanted",4722.66195503
"West Virginia",14,"Black alone, not Hispanic","yes","enough wanted",6120.68436974
"West Virginia",14,"Black alone, not Hispanic","yes","sometimes not enough",271.00943057
"West Virginia",14,"Black alone, not Hispanic","yes",NA,1930.2475277
"West Virginia",14,"Hispanic or Latino, all Races","no","enough not wanted",11423.14405947
"West Virginia",14,"Hispanic or Latino, all Races","no","enough wanted",16705.21138599
"West Virginia",14,"Hispanic or Latino, all Races","no","sometimes not enough",465.0379612
"West Virginia",14,"Hispanic or Latino, all Races","no",NA,8645.65230458
"West Virginia",14,"Hispanic or Latino, all Races","yes","enough not wanted",1914.46532353
"West Virginia",14,"Hispanic or Latino, all Races","yes","enough wanted",115.37774875
"West Virginia",14,"Hispanic or Latino, all Races","yes","often not enough",3597.8420106
"West Virginia",14,"Hispanic or Latino, all Races","yes","sometimes not enough",304.21631053
"West Virginia",14,"Hispanic or Latino, all Races","yes",NA,12868.173386
"West Virginia",14,"Two or more races or Other","no","enough not wanted",4471.50959283
"West Virginia",14,"Two or more races or Other","no","enough wanted",3738.0271403
"West Virginia",14,"Two or more races or Other","no","sometimes not enough",3484.8198285
"West Virginia",14,"Two or more races or Other","no",NA,2458.30632471
"West Virginia",14,"Two or more races or Other","yes","enough not wanted",3417.52763037
"West Virginia",14,"Two or more races or Other","yes","enough wanted",3709.5457369
"West Virginia",14,"Two or more races or Other","yes","sometimes not enough",1220.8080295
"West Virginia",14,"White alone, not Hispanic","no","enough not wanted",192526.54515813
"West Virginia",14,"White alone, not Hispanic","no","enough wanted",432017.888976894
"West Virginia",14,"White alone, not Hispanic","no","often not enough",13316.48850481
"West Virginia",14,"White alone, not Hispanic","no","sometimes not enough",45345.23127305
"West Virginia",14,"White alone, not Hispanic","no",NA,122143.92954173
"West Virginia",14,"White alone, not Hispanic","yes","enough not wanted",141281.18583952
"West Virginia",14,"White alone, not Hispanic","yes","enough wanted",220717.70806379
"West Virginia",14,"White alone, not Hispanic","yes","often not enough",18724.61345332
"West Virginia",14,"White alone, not Hispanic","yes","sometimes not enough",36629.33624536
"West Virginia",14,"White alone, not Hispanic","yes",NA,40198.35963166
"West Virginia",15,"Asian alone, not Hispanic","no","enough not wanted",3250.0736693
"West Virginia",15,"Asian alone, not Hispanic","no","enough wanted",4227.97039652
"West Virginia",15,"Asian alone, not Hispanic","no",NA,125.62394256
"West Virginia",15,"Asian alone, not Hispanic","yes","enough wanted",251.24788512
"West Virginia",15,"Asian alone, not Hispanic","yes",NA,573.57147723
"West Virginia",15,"Black alone, not Hispanic","no","enough not wanted",4870.82866893
"West Virginia",15,"Black alone, not Hispanic","no","enough wanted",9488.54562553
"West Virginia",15,"Black alone, not Hispanic","no","sometimes not enough",3456.232749537
"West Virginia",15,"Black alone, not Hispanic","no",NA,1348.11837894
"West Virginia",15,"Black alone, not Hispanic","yes","enough not wanted",4692.34435705
"West Virginia",15,"Black alone, not Hispanic","yes","enough wanted",4229.36564386
"West Virginia",15,"Black alone, not Hispanic","yes","sometimes not enough",5557.53061011
"West Virginia",15,"Hispanic or Latino, all Races","no","enough not wanted",6155.81859994
"West Virginia",15,"Hispanic or Latino, all Races","no","enough wanted",9297.11900127
"West Virginia",15,"Hispanic or Latino, all Races","no","sometimes not enough",4515.76260251
"West Virginia",15,"Hispanic or Latino, all Races","no",NA,1103.4780993
"West Virginia",15,"Hispanic or Latino, all Races","yes","enough not wanted",791.49561438
"West Virginia",15,"Hispanic or Latino, all Races","yes","enough wanted",1598.4068955
"West Virginia",15,"Hispanic or Latino, all Races","yes","sometimes not enough",3426.3267639
"West Virginia",15,"Hispanic or Latino, all Races","yes",NA,12162.0473797
"West Virginia",15,"Two or more races or Other","no","enough not wanted",4584.36704636
"West Virginia",15,"Two or more races or Other","no","enough wanted",1821.29662469
"West Virginia",15,"Two or more races or Other","no","sometimes not enough",5579.1234524
"West Virginia",15,"Two or more races or Other","yes","enough not wanted",6307.61531671
"West Virginia",15,"Two or more races or Other","yes","enough wanted",5833.58374299
"West Virginia",15,"Two or more races or Other","yes","sometimes not enough",1427.99239732
"West Virginia",15,"Two or more races or Other","yes",NA,1337.9191601
"West Virginia",15,"White alone, not Hispanic","no","enough not wanted",196493.1310468
"West Virginia",15,"White alone, not Hispanic","no","enough wanted",445624.32419235
"West Virginia",15,"White alone, not Hispanic","no","often not enough",17611.43428271
"West Virginia",15,"White alone, not Hispanic","no","sometimes not enough",47761.83873405
"West Virginia",15,"White alone, not Hispanic","no",NA,125207.77779165
"West Virginia",15,"White alone, not Hispanic","yes","enough not wanted",116589.22979618
"West Virginia",15,"White alone, not Hispanic","yes","enough wanted",202142.963191746
"West Virginia",15,"White alone, not Hispanic","yes","often not enough",19576.20237823
"West Virginia",15,"White alone, not Hispanic","yes","sometimes not enough",54451.51907316
"West Virginia",15,"White alone, not Hispanic","yes",NA,46103.77341014
"West Virginia",16,"Asian alone, not Hispanic","no","enough not wanted",154.16719248
"West Virginia",16,"Asian alone, not Hispanic","no","enough wanted",2260.68070632
"West Virginia",16,"Asian alone, not Hispanic","no","sometimes not enough",896.63392487
"West Virginia",16,"Asian alone, not Hispanic","no",NA,3809.9072404
"West Virginia",16,"Asian alone, not Hispanic","yes","enough not wanted",4498.71402117
"West Virginia",16,"Asian alone, not Hispanic","yes","enough wanted",2933.50110305
"West Virginia",16,"Asian alone, not Hispanic","yes","sometimes not enough",2615.7178145
"West Virginia",16,"Black alone, not Hispanic","no","enough not wanted",2889.85516053
"West Virginia",16,"Black alone, not Hispanic","no","enough wanted",6839.03005292
"West Virginia",16,"Black alone, not Hispanic","no","sometimes not enough",4456.5187514
"West Virginia",16,"Black alone, not Hispanic","no",NA,1735.23731621
"West Virginia",16,"Black alone, not Hispanic","yes","enough not wanted",2191.56067001
"West Virginia",16,"Black alone, not Hispanic","yes","enough wanted",1267.51639033
"West Virginia",16,"Black alone, not Hispanic","yes","often not enough",1336.19220545
"West Virginia",16,"Black alone, not Hispanic","yes","sometimes not enough",1056.2887767
"West Virginia",16,"Black alone, not Hispanic","yes",NA,5443.31972762
"West Virginia",16,"Hispanic or Latino, all Races","no","enough not wanted",7126.30856839
"West Virginia",16,"Hispanic or Latino, all Races","no","enough wanted",10263.2068467
"West Virginia",16,"Hispanic or Latino, all Races","no",NA,1812.35272883
"West Virginia",16,"Hispanic or Latino, all Races","yes","enough not wanted",6088.7549406
"West Virginia",16,"Hispanic or Latino, all Races","yes","enough wanted",2148.01566039
"West Virginia",16,"Hispanic or Latino, all Races","yes","sometimes not enough",1308.5413162
"West Virginia",16,"Hispanic or Latino, all Races","yes",NA,321.4481987
"West Virginia",16,"Two or more races or Other","no","enough not wanted",12980.11840557
"West Virginia",16,"Two or more races or Other","no","enough wanted",1608.02589627
"West Virginia",16,"Two or more races or Other","no","often not enough",2539.9381603
"West Virginia",16,"Two or more races or Other","no","sometimes not enough",546.19480862
"West Virginia",16,"Two or more races or Other","no",NA,308.33438497
"West Virginia",16,"Two or more races or Other","yes","enough not wanted",3646.47303388
"West Virginia",16,"Two or more races or Other","yes","enough wanted",1515.29504973
"West Virginia",16,"Two or more races or Other","yes","often not enough",916.753475
"West Virginia",16,"Two or more races or Other","yes",NA,962.6695336
"West Virginia",16,"White alone, not Hispanic","no","enough not wanted",205456.974488915
"West Virginia",16,"White alone, not Hispanic","no","enough wanted",439243.71020098
"West Virginia",16,"White alone, not Hispanic","no","often not enough",41312.61374701
"West Virginia",16,"White alone, not Hispanic","no","sometimes not enough",39422.29982766
"West Virginia",16,"White alone, not Hispanic","no",NA,69680.28765199
"West Virginia",16,"White alone, not Hispanic","yes","enough not wanted",122190.55467282
"West Virginia",16,"White alone, not Hispanic","yes","enough wanted",228289.932410607
"West Virginia",16,"White alone, not Hispanic","yes","often not enough",10982.58987359
"West Virginia",16,"White alone, not Hispanic","yes","sometimes not enough",46826.26785454
"West Virginia",16,"White alone, not Hispanic","yes",NA,77693.49721062
"West Virginia",17,"Asian alone, not Hispanic","no","enough not wanted",671.03983161
"West Virginia",17,"Asian alone, not Hispanic","no","enough wanted",557.96449619
"West Virginia",17,"Asian alone, not Hispanic","yes","enough not wanted",217.6812812
"West Virginia",17,"Asian alone, not Hispanic","yes","enough wanted",884.48641799
"West Virginia",17,"Asian alone, not Hispanic","yes",NA,12000.3815537
"West Virginia",17,"Black alone, not Hispanic","no","enough not wanted",839.74524959
"West Virginia",17,"Black alone, not Hispanic","no","enough wanted",13689.0230982
"West Virginia",17,"Black alone, not Hispanic","no","sometimes not enough",1711.2969334
"West Virginia",17,"Black alone, not Hispanic","no",NA,1124.398382
"West Virginia",17,"Black alone, not Hispanic","yes","enough not wanted",2774.6189626
"West Virginia",17,"Black alone, not Hispanic","yes","enough wanted",1246.78298062
"West Virginia",17,"Black alone, not Hispanic","yes","sometimes not enough",427.82423335
"West Virginia",17,"Black alone, not Hispanic","yes",NA,6038.17599598
"West Virginia",17,"Hispanic or Latino, all Races","no","enough not wanted",6910.64513527
"West Virginia",17,"Hispanic or Latino, all Races","no","enough wanted",8859.91449358
"West Virginia",17,"Hispanic or Latino, all Races","no","sometimes not enough",18757.3380038
"West Virginia",17,"Hispanic or Latino, all Races","no",NA,4452.30209048
"West Virginia",17,"Hispanic or Latino, all Races","yes","enough not wanted",2638.68051498
"West Virginia",17,"Hispanic or Latino, all Races","yes","enough wanted",4116.80820428
"West Virginia",17,"Hispanic or Latino, all Races","yes","sometimes not enough",4421.10611591
"West Virginia",17,"Hispanic or Latino, all Races","yes",NA,3955.31379175
"West Virginia",17,"Two or more races or Other","no","enough not wanted",2355.69887014
"West Virginia",17,"Two or more races or Other","no","enough wanted",3041.00557279
"West Virginia",17,"Two or more races or Other","no","often not enough",1906.828257
"West Virginia",17,"Two or more races or Other","no","sometimes not enough",839.74524959
"West Virginia",17,"Two or more races or Other","yes","enough not wanted",4582.9438602
"West Virginia",17,"Two or more races or Other","yes","sometimes not enough",1063.3220292
"West Virginia",17,"Two or more races or Other","yes",NA,1432.62041723
"West Virginia",17,"White alone, not Hispanic","no","enough not wanted",159721.534406899
"West Virginia",17,"White alone, not Hispanic","no","enough wanted",423213.425982018
"West Virginia",17,"White alone, not Hispanic","no","often not enough",6492.58479666
"West Virginia",17,"White alone, not Hispanic","no","sometimes not enough",91376.54433461
"West Virginia",17,"White alone, not Hispanic","no",NA,115501.67814266
"West Virginia",17,"White alone, not Hispanic","yes","enough not wanted",145700.14094823
"West Virginia",17,"White alone, not Hispanic","yes","enough wanted",224506.712008038
"West Virginia",17,"White alone, not Hispanic","yes","often not enough",8125.37711341
"West Virginia",17,"White alone, not Hispanic","yes","sometimes not enough",36910.9132886
"West Virginia",17,"White alone, not Hispanic","yes",NA,56509.39695799
"Wisconsin",13,"Asian alone, not Hispanic","no","enough not wanted",7964.12074163
"Wisconsin",13,"Asian alone, not Hispanic","no","enough wanted",23802.67124387
"Wisconsin",13,"Asian alone, not Hispanic","no","often not enough",937.81543498
"Wisconsin",13,"Asian alone, not Hispanic","no",NA,6702.9780734
"Wisconsin",13,"Asian alone, not Hispanic","yes","enough not wanted",17818.3434101
"Wisconsin",13,"Asian alone, not Hispanic","yes","enough wanted",40649.679681
"Wisconsin",13,"Asian alone, not Hispanic","yes","often not enough",1935.6857862
"Wisconsin",13,"Asian alone, not Hispanic","yes",NA,15718.660086
"Wisconsin",13,"Black alone, not Hispanic","no","enough not wanted",26288.6071546
"Wisconsin",13,"Black alone, not Hispanic","no","enough wanted",55204.95806968
"Wisconsin",13,"Black alone, not Hispanic","no","often not enough",12398.09551652
"Wisconsin",13,"Black alone, not Hispanic","no","sometimes not enough",5791.1389717
"Wisconsin",13,"Black alone, not Hispanic","no",NA,10455.98798039
"Wisconsin",13,"Black alone, not Hispanic","yes","enough not wanted",49171.3479637
"Wisconsin",13,"Black alone, not Hispanic","yes","enough wanted",29873.69693855
"Wisconsin",13,"Black alone, not Hispanic","yes","sometimes not enough",10859.3198134
"Wisconsin",13,"Black alone, not Hispanic","yes",NA,40058.6328411
"Wisconsin",13,"Hispanic or Latino, all Races","no","enough not wanted",48019.3548616
"Wisconsin",13,"Hispanic or Latino, all Races","no","enough wanted",48605.07199976
"Wisconsin",13,"Hispanic or Latino, all Races","no","often not enough",3714.4201878
"Wisconsin",13,"Hispanic or Latino, all Races","no","sometimes not enough",11894.8364497
"Wisconsin",13,"Hispanic or Latino, all Races","no",NA,25692.0518248
"Wisconsin",13,"Hispanic or Latino, all Races","yes","enough not wanted",25451.69702404
"Wisconsin",13,"Hispanic or Latino, all Races","yes","enough wanted",69603.64737324
"Wisconsin",13,"Hispanic or Latino, all Races","yes","sometimes not enough",3283.4837679
"Wisconsin",13,"Hispanic or Latino, all Races","yes",NA,28073.4365107
"Wisconsin",13,"Two or more races or Other","no","enough not wanted",17859.6328501
"Wisconsin",13,"Two or more races or Other","no","enough wanted",12928.04431497
"Wisconsin",13,"Two or more races or Other","no","sometimes not enough",8622.14662042
"Wisconsin",13,"Two or more races or Other","no",NA,10517.35076712
"Wisconsin",13,"Two or more races or Other","yes","enough not wanted",10390.83593285
"Wisconsin",13,"Two or more races or Other","yes","enough wanted",16196.91222735
"Wisconsin",13,"Two or more races or Other","yes","sometimes not enough",8604.0682433
"Wisconsin",13,"Two or more races or Other","yes",NA,18364.2693379
"Wisconsin",13,"White alone, not Hispanic","no","enough not wanted",557853.718556132
"Wisconsin",13,"White alone, not Hispanic","no","enough wanted",1685122.55229467
"Wisconsin",13,"White alone, not Hispanic","no","often not enough",3938.9433295
"Wisconsin",13,"White alone, not Hispanic","no","sometimes not enough",99969.16765542
"Wisconsin",13,"White alone, not Hispanic","no",NA,239483.42845297
"Wisconsin",13,"White alone, not Hispanic","yes","enough not wanted",236356.90827663
"Wisconsin",13,"White alone, not Hispanic","yes","enough wanted",674073.792956377
"Wisconsin",13,"White alone, not Hispanic","yes","often not enough",25931.35906083
"Wisconsin",13,"White alone, not Hispanic","yes","sometimes not enough",65694.03681696
"Wisconsin",13,"White alone, not Hispanic","yes",NA,126842.09260602
"Wisconsin",14,"Asian alone, not Hispanic","no","enough not wanted",4839.6736907
"Wisconsin",14,"Asian alone, not Hispanic","no","enough wanted",16832.92511529
"Wisconsin",14,"Asian alone, not Hispanic","yes","enough not wanted",3086.4279292
"Wisconsin",14,"Asian alone, not Hispanic","yes","enough wanted",23017.1324749
"Wisconsin",14,"Asian alone, not Hispanic","yes",NA,18142.6162452
"Wisconsin",14,"Black alone, not Hispanic","no","enough not wanted",17423.81211292
"Wisconsin",14,"Black alone, not Hispanic","no","enough wanted",27957.35758235
"Wisconsin",14,"Black alone, not Hispanic","no","sometimes not enough",26254.0633211
"Wisconsin",14,"Black alone, not Hispanic","no",NA,19662.34620964
"Wisconsin",14,"Black alone, not Hispanic","yes","enough not wanted",52459.48983146
"Wisconsin",14,"Black alone, not Hispanic","yes","enough wanted",30524.61160018
"Wisconsin",14,"Black alone, not Hispanic","yes","often not enough",24350.3460102
"Wisconsin",14,"Black alone, not Hispanic","yes","sometimes not enough",9507.68239535
"Wisconsin",14,"Black alone, not Hispanic","yes",NA,12566.8404374
"Wisconsin",14,"Hispanic or Latino, all Races","no","enough not wanted",37609.5375793
"Wisconsin",14,"Hispanic or Latino, all Races","no","enough wanted",40412.01142744
"Wisconsin",14,"Hispanic or Latino, all Races","no","sometimes not enough",16645.79555448
"Wisconsin",14,"Hispanic or Latino, all Races","no",NA,12552.98229909
"Wisconsin",14,"Hispanic or Latino, all Races","yes","enough not wanted",37777.36535199
"Wisconsin",14,"Hispanic or Latino, all Races","yes","enough wanted",61890.53459069
"Wisconsin",14,"Hispanic or Latino, all Races","yes","often not enough",12863.0782689
"Wisconsin",14,"Hispanic or Latino, all Races","yes","sometimes not enough",12098.3232277
"Wisconsin",14,"Hispanic or Latino, all Races","yes",NA,13949.08734918
"Wisconsin",14,"Two or more races or Other","no","enough not wanted",7685.68989958
"Wisconsin",14,"Two or more races or Other","no","enough wanted",43446.43390139
"Wisconsin",14,"Two or more races or Other","no","often not enough",10717.55665
"Wisconsin",14,"Two or more races or Other","no","sometimes not enough",26677.7731783
"Wisconsin",14,"Two or more races or Other","no",NA,7059.8645314
"Wisconsin",14,"Two or more races or Other","yes","enough not wanted",26436.1506282
"Wisconsin",14,"Two or more races or Other","yes","enough wanted",24144.59341861
"Wisconsin",14,"Two or more races or Other","yes",NA,6189.8899938
"Wisconsin",14,"White alone, not Hispanic","no","enough not wanted",430981.00708418
"Wisconsin",14,"White alone, not Hispanic","no","enough wanted",1737389.88488209
"Wisconsin",14,"White alone, not Hispanic","no","often not enough",9281.9580937
"Wisconsin",14,"White alone, not Hispanic","no","sometimes not enough",90328.70715228
"Wisconsin",14,"White alone, not Hispanic","no",NA,322369.38773903
